section,Authors,Author full names,Author(s) ID,Title,Year,Source title
Behaviour,Skrede I.,"Skrede, Inger (13411204500)",13411204500,Diversity and distribution of ligninolytic fungi,2021,Advances in Botanical Research
Behaviour,Arribas P.; Andújar C.; Salces-Castellano A.; Emerson B.C.; Vogler A.P.,"Arribas, Paula (36636716600); Andújar, Carmelo (24528145700); Salces-Castellano, Antonia (57193083227); Emerson, Brent C. (55809548900); Vogler, Alfried P. (7102504355)",36636716600; 24528145700; 57193083227; 55809548900; 7102504355,The limited spatial scale of dispersal in soil arthropods revealed with whole-community haplotype-level metabarcoding,2021,Molecular Ecology
Behaviour,Brandão-Dias P.F.P.; Hallack D.M.C.; Snyder E.D.; Tank J.L.; Bolster D.; Volponi S.; Shogren A.J.; Lamberti G.A.; Bibby K.; Egan S.P.,"Brandão-Dias, Pedro F. P. (57188685410); Hallack, Daniel M. C. (58065292800); Snyder, Elise D. (58065292900); Tank, Jennifer L. (7004885835); Bolster, Diogo (57205870864); Volponi, Sabrina (57955078500); Shogren, Arial J. (57190765330); Lamberti, Gary A. (7004993649); Bibby, Kyle (36087076200); Egan, Scott P. (14019554700)",57188685410; 58065292800; 58065292900; 7004885835; 57205870864; 57955078500; 57190765330; 7004993649; 36087076200; 14019554700,Particle size influences decay rates of environmental DNA in aquatic systems,2023,Molecular Ecology Resources
Behaviour,Kirtane A.; Wieczorek D.; Noji T.; Baskin L.; Ober C.; Plosica R.; Chenoweth A.; Lynch K.; Sassoubre L.,"Kirtane, Anish (57211810344); Wieczorek, Daniel (13607929400); Noji, Thomas (57225905222); Baskin, Liza (57225886721); Ober, Claire (57225881045); Plosica, Riley (57225879399); Chenoweth, Ashley (57225917175); Lynch, Katie (57225884343); Sassoubre, Lauren (10140349400)",57211810344; 13607929400; 57225905222; 57225886721; 57225881045; 57225879399; 57225917175; 57225884343; 10140349400,Quantification of Environmental DNA (eDNA) shedding and decay rates for three commercially harvested fish species and comparison between eDNA detection and trawl catches,2021,Environmental DNA
Behaviour,Saito T.; Doi H.,"Saito, Tatsuya (57221318170); Doi, Hideyuki (55769844200)",57221318170; 55769844200,Degradation modeling of water environmental DNA: Experiments on multiple DNA sources in pond and seawater,2021,Environmental DNA
Behaviour,Johansson M.L.,"Johansson, Mattias L. (56363858100)",56363858100,"COVID-19 delays and modifies ICAIS, but the important work goes on",2023,Management of Biological Invasions
Behaviour,Jo T.; Murakami H.; Masuda R.; Sakata M.K.; Yamamoto S.; Minamoto T.,"Jo, Toshiaki (57194339165); Murakami, Hiroaki (57169451400); Masuda, Reiji (7101661522); Sakata, Masayuki K. (57194330494); Yamamoto, Satoshi (55475457600); Minamoto, Toshifumi (25639837900)",57194339165; 57169451400; 7101661522; 57194330494; 55475457600; 25639837900,Rapid degradation of longer DNA fragments enables the improved estimation of distribution and biomass using environmental DNA,2017,Molecular Ecology Resources
Behaviour,Yamanaka H.; Motozawa H.; Tsuji S.; Miyazawa R.C.; Takahara T.; Minamoto T.,"Yamanaka, Hiroki (57206228327); Motozawa, Hiromu (57191360857); Tsuji, Satsuki (57224808691); Miyazawa, Ryohei C. (57191359784); Takahara, Teruhiko (54898506900); Minamoto, Toshifumi (25639837900)",57206228327; 57191360857; 57224808691; 57191359784; 54898506900; 25639837900,On-site filtration of water samples for environmental DNA analysis to avoid DNA degradation during transportation,2016,Ecological Research
Behaviour,Shu L.; Chen S.; Li P.; Peng Z.,"Shu, Lu (57217585619); Chen, Shijing (57207208643); Li, Ping (55700445600); Peng, Zuogang (7401791348)",57217585619; 57207208643; 55700445600; 7401791348,Environmental DNA Metabarcoding Reflects Fish DNA Dynamics in Lentic Ecosystems: A Case Study of Freshwater Ponds,2022,Fishes
Behaviour,Huang L.; Zhang J.; Wang Y.,"Huang, Lei (58444452300); Zhang, Jianmin (57746202200); Wang, Yurong (15754504600)",58444452300; 57746202200; 15754504600,Effects of total dissolved gas supersaturation and sediment on environmental DNA persistence of grass carp (Ctenopharyngodon idella) in water,2022,Frontiers in Environmental Science
Behaviour,Vaz A.B.M.; Fonseca P.L.C.; Leite L.R.; Badotti F.; Salim A.C.M.; Araujo F.M.G.; Cuadros-Orellana S.; Duarte Â.A.; Rosa C.A.; Oliveira G.; Góes-Neto A.,"Vaz, Aline B. M. (55956181600); Fonseca, Paula L. C. (57193417348); Leite, Laura R. (56644219700); Badotti, Fernanda (14618864300); Salim, Anna C. M. (56644163700); Araujo, Flavio M. G. (25621063000); Cuadros-Orellana, Sara (13611424700); Duarte, Ângelo A. (15042019200); Rosa, Carlos A. (55552784400); Oliveira, Guilherme (56267565400); Góes-Neto, Aristóteles (6603213836)",55956181600; 57193417348; 56644219700; 14618864300; 56644163700; 25621063000; 13611424700; 15042019200; 55552784400; 56267565400; 6603213836,Using next-generation sequencing (NGS) to uncover diversity of wood-decaying fungi in neotropical atlantic forests,2017,Phytotaxa
Behaviour,Holman L.E.; Chng Y.; Rius M.,"Holman, Luke E. (57224315304); Chng, Yi (57434911300); Rius, Marc (24367237400)",57224315304; 57434911300; 24367237400,How does eDNA decay affect metabarcoding experiments?,2022,Environmental DNA
Behaviour,Laporte M.; Berger C.S.; García-Machado E.; Côté G.; Morissette O.; Bernatchez L.,"Laporte, M. (42261877200); Berger, C.S. (56909431800); García-Machado, E. (7801396978); Côté, G. (23766855800); Morissette, O. (56766196900); Bernatchez, L. (7005123164)",42261877200; 56909431800; 7801396978; 23766855800; 56766196900; 7005123164,Cage transplant experiment shows weak transport effect on relative abundance of fish community composition as revealed by eDNA metabarcoding,2022,Ecological Indicators
Behaviour,Cantera I.; Decotte J.-B.; Dejean T.; Murienne J.; Vigouroux R.; Valentini A.; Brosse S.,"Cantera, Isabel (57207207851); Decotte, Jean-Baptiste (57222500644); Dejean, Tony (37664579200); Murienne, Jérôme (11240650800); Vigouroux, Régis (7005369394); Valentini, Alice (12779706000); Brosse, Sébastien (6701830103)",57207207851; 57222500644; 37664579200; 11240650800; 7005369394; 12779706000; 6701830103,Characterizing the spatial signal of environmental DNA in river systems using a community ecology approach,2022,Molecular Ecology Resources
Behaviour,Bylemans J.; Furlan E.M.; Gleeson D.M.; Hardy C.M.; Duncan R.P.,"Bylemans, Jonas (57189990402); Furlan, Elise M. (35147967700); Gleeson, Dianne M. (7005315532); Hardy, Christopher M. (56224626000); Duncan, Richard P. (7401604644)",57189990402; 35147967700; 7005315532; 56224626000; 7401604644,Does Size Matter? An Experimental Evaluation of the Relative Abundance and Decay Rates of Aquatic Environmental DNA,2018,Environmental Science and Technology
Behaviour,Andruszkiewicz E.A.; Koseff J.R.; Fringer O.B.; Ouellette N.T.; Lowe A.B.; Edwards C.A.; Boehm A.B.,"Andruszkiewicz, Elizabeth A. (57190762906); Koseff, Jeffrey R. (7003673185); Fringer, Oliver B. (6506507317); Ouellette, Nicholas T. (11840302200); Lowe, Anna B. (57210174779); Edwards, Christopher A. (55467874000); Boehm, Alexandria B. (7006761389)",57190762906; 7003673185; 6506507317; 11840302200; 57210174779; 55467874000; 7006761389,Modeling environmental DNA transport in the coastal ocean using Lagrangian particle tracking,2019,Frontiers in Marine Science
Behaviour,Villacorta-Rath C.; Hoskin C.J.; Strugnell J.M.; Burrows D.,"Villacorta-Rath, Cecilia (56132403000); Hoskin, Conrad J. (6602365967); Strugnell, Jan M. (8856608200); Burrows, Damien (7101903415)",56132403000; 6602365967; 8856608200; 7101903415,Long distance (>20 km) downstream detection of endangered stream frogs suggests an important role for eDNA in surveying for remnant amphibian populations,2021,PeerJ
Biomonitoring,Macher T.-H.; Schütz R.; Beermann A.J.; Leese F.; Wagner F.; Arle J.; Koschorreck J.,"Macher, Till-Hendrik (57210961029); Schütz, Robin (57528032400); Beermann, Arne J. (55815863700); Leese, Florian (7801416655); Wagner, Falko (57196913584); Arle, Jens (6602555697); Koschorreck, Jan (15747577900)",57210961029; 57528032400; 55815863700; 7801416655; 57196913584; 6602555697; 15747577900,Environmental DNA-based monitoring of the fish ladder in Dessau-Roßlau: a comparison with fisheries-based methods; [Umwelt-DNA-basiertes Monitoring an der Fischtreppe Dessau-Roßlau: Ein Vergleich mit fischereilichen Methoden],2023,WasserWirtschaft
Biomonitoring,Ntislidou C.; Latinopoulos D.; Skotida A.; Giannoulis T.; Moutou K.; Kagalou I.,"Ntislidou, Chrysoula (55579774200); Latinopoulos, Dionissis (57202194847); Skotida, Aglaia (58247587000); Giannoulis, Themistoklis (49661479900); Moutou, Katerina (6603552850); Kagalou, Ifigenia (6602369237)",55579774200; 57202194847; 58247587000; 49661479900; 6603552850; 6602369237,Assessment of hydrological barriers effect in river benthic fauna coupled with eDNA metabarcoding monitoring,2023,Ecohydrology and Hydrobiology
Biomonitoring,Van Nynatten A.; Gallage K.S.; Lujan N.K.; Mandrak N.E.; Lovejoy N.R.,"Van Nynatten, Alexander (56951058200); Gallage, Kavishka S. (57226667809); Lujan, Nathan K. (16031607300); Mandrak, Nicholas E. (6602101289); Lovejoy, Nathan R. (7003599192)",56951058200; 57226667809; 16031607300; 6602101289; 7003599192,Ichthyoplankton metabarcoding: An efficient tool for early detection of invasive species establishment,2023,Molecular Ecology Resources
Biomonitoring,Suzuki-Ohno Y.; Tanabe A.S.; Kasai A.; Masuda R.; Seino S.; Dazai A.; Suzuki S.; Abe T.; Kondoh M.,"Suzuki-Ohno, Yukari (35238915400); Tanabe, Akifumi S. (55311650700); Kasai, Akihide (7006388729); Masuda, Reiji (7101661522); Seino, Satoquo (7102254317); Dazai, Akihiro (7801314643); Suzuki, Shota (57213426226); Abe, Takuzo (57859366200); Kondoh, Michio (7005073407)",35238915400; 55311650700; 7006388729; 7101661522; 7102254317; 7801314643; 57213426226; 57859366200; 7005073407,Evaluation of community science monitoring with environmental DNA for marine fish species: “Fish survey project using environmental DNA”,2023,Environmental DNA
Biomonitoring,van Himbeeck R.; Cazzaniga S.G.; van den Elsen S.; Oude Vrielink J.; Aslan S.K.; Visser J.; Helder J.,"van Himbeeck, Robbert (57210357041); Cazzaniga, Sara Giulia (57832783300); van den Elsen, Sven (14326076700); Oude Vrielink, Job (58751219800); Aslan, Semih Karst (58497682100); Visser, Johnny (57833075900); Helder, Johannes (7003936723)",57210357041; 57832783300; 14326076700; 58751219800; 58497682100; 57833075900; 7003936723,A full-length SSU rRNA-based workflow for high-resolution monitoring of nematode communities reveals direct and indirect responses to plant-based manipulations,2024,Soil Biology and Biochemistry
Biomonitoring,Jo T.S.,"Jo, Toshiaki S. (57194339165)",57194339165,Utilizing the state of environmental DNA (eDNA) to incorporate time-scale information into eDNA analysis,2023,Proceedings of the Royal Society B: Biological Sciences
Biomonitoring,Mauro M.; Lo Valvo M.; Vazzana M.; Radovic S.; Vizzini A.; Badalamenti R.; Hornsby L.B.; Arizza V.,"Mauro, Manuela (57190257066); Lo Valvo, Mario (57222137681); Vazzana, Mirella (7801561173); Radovic, Slobodanka (16023140900); Vizzini, Aiti (7003887654); Badalamenti, Rosario (57580270400); Hornsby, Lucie Branwen (58755672600); Arizza, Vincenzo (6603132477)",57190257066; 57222137681; 7801561173; 16023140900; 7003887654; 57580270400; 58755672600; 6603132477,Environmental DNA: The First Snapshot of the Vertebrate Biodiversity in Three Sicilian Lakes,2023,Animals
Biomonitoring,Rishan S.T.; Kline R.J.; Rahman M.S.,"Rishan, Sakib Tahmid (58191502900); Kline, Richard J. (24171322900); Rahman, Md Saydur (7404134440)",58191502900; 24171322900; 7404134440,Applications of environmental DNA (eDNA) to detect subterranean and aquatic invasive species: A critical review on the challenges and limitations of eDNA metabarcoding,2023,Environmental Advances
Biomonitoring,Zhang M.; Zou Y.; Xiao S.; Hou J.,"Zhang, Miaolian (57429215800); Zou, Yingtong (58553157500); Xiao, Shan (58553157600); Hou, Jing (55794393300)",57429215800; 58553157500; 58553157600; 55794393300,"Environmental DNA metabarcoding serves as a promising method for aquatic species monitoring and management: A review focused on its workflow, applications, challenges and prospects",2023,Marine Pollution Bulletin
Biomonitoring,Bush A.; Compson Z.; Rideout N.K.; Levenstein B.; Kattilakoski M.; Hajibabaei M.; Monk W.A.; Wright M.T.G.; Baird D.J.,"Bush, A. (56061629500); Compson, Z. (26533998200); Rideout, N.K. (57207116245); Levenstein, B. (57203134602); Kattilakoski, M. (57226327144); Hajibabaei, M. (12240029000); Monk, W.A. (6506606921); Wright, M.T.G. (57204159492); Baird, D.J. (7202707979)",56061629500; 26533998200; 57207116245; 57203134602; 57226327144; 12240029000; 6506606921; 57204159492; 7202707979,Replicate DNA metabarcoding can discriminate seasonal and spatial abundance shifts in river macroinvertebrate assemblages,2023,Molecular Ecology Resources
Biomonitoring,Min X.; Li F.; Zhang X.; Guo F.; Zhang F.; Zhang Y.,"Min, Xingyue (58009990900); Li, Feilong (57214075437); Zhang, Xinfei (58088024200); Guo, Fen (56603576200); Zhang, Fan (56341334400); Zhang, Yuan (55937227700)",58009990900; 57214075437; 58088024200; 56603576200; 56341334400; 55937227700,Choice of primer pairs and PCR polymerase affect the detection of fish eDNA,2023,Environmental Sciences Europe
Biomonitoring,Li X.; Li F.; Min X.; Xie Y.; Zhang Y.,"Li, Xihan (58591843500); Li, Feilong (57214075437); Min, Xingyue (58009990900); Xie, Yuwei (55797005100); Zhang, Yuan (55937227700)",58591843500; 57214075437; 58009990900; 55797005100; 55937227700,Embracing eDNA and machine learning for taxonomy-free microorganisms biomonitoring to assess the river ecological status,2023,Ecological Indicators
Biomonitoring,Akcaalan R.; Ozbayram E.G.; Kaleli A.; Cam A.O.; Koker L.; Albay M.,"Akcaalan, Reyhan (6507290495); Ozbayram, Emine Gozde (56297927800); Kaleli, Aydın (57191979286); Cam, Ayca Oguz (57793993000); Koker, Latife (56155127100); Albay, Meric (6602507321)",6507290495; 56297927800; 57191979286; 57793993000; 56155127100; 6602507321,Does environmental DNA reflect the actual phytoplankton diversity in the aquatic environment? Case study of marine mucilage in the Sea of Marmara,2023,Environmental Science and Pollution Research
Biomonitoring,Adams C.I.M.; Jeunen G.-J.; Cross H.; Taylor H.R.; Bagnaro A.; Currie K.; Hepburn C.; Gemmell N.J.; Urban L.; Baltar F.; Stat M.; Bunce M.; Knapp M.,"Adams, Clare I.M. (57208390023); Jeunen, Gert-Jan (23466640600); Cross, Hugh (35609846500); Taylor, Helen R. (55004848400); Bagnaro, Antoine (57218651916); Currie, Kim (7005294827); Hepburn, Chris (9732930700); Gemmell, Neil J. (7003864817); Urban, Lara (57205742402); Baltar, Federico (23476314200); Stat, Michael (14326104400); Bunce, Michael (55160482300); Knapp, Michael (57213928159)",57208390023; 23466640600; 35609846500; 55004848400; 57218651916; 7005294827; 9732930700; 7003864817; 57205742402; 23476314200; 14326104400; 55160482300; 57213928159,Environmental DNA metabarcoding describes biodiversity across marine gradients,2023,ICES Journal of Marine Science
Biomonitoring,Takahashi M.; Saccò M.; Kestel J.H.; Nester G.; Campbell M.A.; van der Heyde M.; Heydenrych M.J.; Juszkiewicz D.J.; Nevill P.; Dawkins K.L.; Bessey C.; Fernandes K.; Miller H.; Power M.; Mousavi-Derazmahalleh M.; Newton J.P.; White N.E.; Richards Z.T.; Allentoft M.E.,"Takahashi, Miwa (55701071900); Saccò, Mattia (57205602317); Kestel, Joshua H. (57223109275); Nester, Georgia (57223860830); Campbell, Matthew A. (57211516792); van der Heyde, Mieke (57191499178); Heydenrych, Matthew J. (57221386855); Juszkiewicz, David J. (57225052878); Nevill, Paul (25630973000); Dawkins, Kathryn L. (36508585200); Bessey, Cindy (6507316677); Fernandes, Kristen (57203748640); Miller, Haylea (58589483400); Power, Matthew (24473402800); Mousavi-Derazmahalleh, Mahsa (57200292744); Newton, Joshua P. (57760269800); White, Nicole E. (37065418600); Richards, Zoe T. (23988153400); Allentoft, Morten E. (57218390316)",55701071900; 57205602317; 57223109275; 57223860830; 57211516792; 57191499178; 57221386855; 57225052878; 25630973000; 36508585200; 6507316677; 57203748640; 58589483400; 24473402800; 57200292744; 57760269800; 37065418600; 23988153400; 57218390316,Aquatic environmental DNA: A review of the macro-organismal biomonitoring revolution,2023,Science of the Total Environment
Biomonitoring,Littlefair J.E.; Hleap J.S.; Palace V.; Rennie M.D.; Paterson M.J.; Cristescu M.E.,"Littlefair, Joanne E. (55572557400); Hleap, José S. (36133216300); Palace, Vince (7004593191); Rennie, Michael D. (12244078600); Paterson, Michael J. (7102020200); Cristescu, Melania E. (7003961366)",55572557400; 36133216300; 7004593191; 12244078600; 7102020200; 7003961366,Freshwater connectivity transforms spatially integrated signals of biodiversity,2023,Proceedings of the Royal Society B: Biological Sciences
